id,commentText,Labels,Encoded
UgyJjOtBt_V9vssJNZ14AaABAg,superb,3,0
UgyZFqL0WZAcqjJnfV14AaABAg,I hv bn mkng maggie exactly the same way for years now n it remains my fav till date  ❤❤❤❤💕💕💕,6,1
UgyDxGHgC3TRmxZTKKF4AaABAg,Very nice ,3,0
Ugxw0Q2FwN4Q2L2LT3t4AaABAg,In Bangladesh 4 onions equals to that one onion,6,1
UgxSlrf3Rx0yGAcivjZ4AaABAg,Mast,3,0
UgxObsQ8C2sm-HoIC5t4AaABAg,Nice,3,0
Ugx_I277D5rIE5gET5J4AaABAg,Nice Maggie 👌👌👌,2,0
Ugy-hs9bDveJDBw6IMF4AaABAg,Thanks kabita mam for the delicious dish,5,1
UgzmADim0LGBcnRtvx54AaABAg,I tried it......... It's very yummy🤗🤗thnq mam,5,1
Ugyia7q6pkbXIToXWC94AaABAg,Maine subscribe ni kiya,6,1
UgyCuhE45tcMACBYAIB4AaABAg,Soo  nice,3,0
UgzeHPlYa5c745rjVK14AaABAg,Oo nice recipe,2,0
UgwjCnZTDvm4hOMOBLd4AaABAg,Thank you so much ma'am ❤️,1,0
UgyKRys8H0SJYC4dPm94AaABAg,Soooooo yummmmmy magggi Bani thi,2,0
UgzAMYVP646woV9jnJV4AaABAg,Nice,3,0
UgwKn_t4b-Lel1pNOJ54AaABAg,I have done now 😋😋😋 same same,6,1
UgxT0z8jjmiPQrSrbsh4AaABAg,good recipe,2,0
Ugzv5lY6JMQGSF-asdZ4AaABAg,🌷nice🍝recipes🌷,2,0
UgwuUPZZwh84imngfG14AaABAg,Good job,4,0
UgzHpcprT8HJ_18fbWN4AaABAg,App hi hame khila dijiye,6,1
Ugwqxfm8h8Hf5-0mfXx4AaABAg,thanks mam,1,0
UgxlFFXn0-si58Ofxs94AaABAg,Nice,3,0
UgxwrmfdAokTgBIW3mN4AaABAg,Yummy,2,0
UgworYKvvJaeta46Dmh4AaABAg,Thank u mam mainey bilkul aap ko follow kiya aur bahut achi masama maggi bani,1,0
UgyU-ty3Wk2G12ELf7R4AaABAg,"Slow down, I'm Canadian and cannot understand you, please make an English speaking version",6,1
Ugx9yMD7N9wBsApueot4AaABAg,Thank,1,0
Ugz3I9ZeeG-Zh-x8n-14AaABAg,Thank you ma'am...,1,0
UgzC2PGvXQ8CQ7z5xGh4AaABAg,Really di it worked a lot thankyou,1,0
Ugyh9l-_e_EzEuwPPeh4AaABAg,very tasty,2,0
UgwJEmM_NLKg8pQOAhd4AaABAg,I try this recipe it's taste so yummy,2,0
UgxHLN4270N38nAypqp4AaABAg,Very nice and tasty . Thanks .,5,1
Ugz4s2SOMYZDoDNRdhx4AaABAg,Yummy,2,0
Ugx5X8BTDVdde8IgpWh4AaABAg,So nice મેં  પણ બનાવી,3,0
UgwJz1w0rQQpBbuwtuF4AaABAg,You are respie fantastic 😊,4,0
UgyqrwqHEZw2P4riXNF4AaABAg,Sooo yumm,2,0
UgyOzIS2F8oD-TA2G_R4AaABAg,Maggi khilao 😂😂😂😂😂,6,1
UgxFEqRf_FNBhSJC_854AaABAg,Bht accha,3,0
UgxX9voEsGGo_XE5loJ4AaABAg,So tasty..........,2,0
UgwTRKj5stYpzFQaBTJ4AaABAg,very nice 😀😀 and so tasty so yummy,5,1
UgzP56FD8tESisP8bUN4AaABAg,Ur recipe is so nice I tried it and me my mom liked it so much,2,0
Ugz1bKLuB0TZ_bcFknx4AaABAg,😋😋😋 please thora do na,6,1
UgwcU_iM05dvECa_4ep4AaABAg,ab to meri bhukh bad gai ha,6,1
UgxBz_ehZZZC19RY2bx4AaABAg,Nice,3,0
Ugw-33arjXWzBbm8QD54AaABAg,Mai esse bhi tasty banati hu😉😉,6,1
UgzckOUQGNdcJoPEvm94AaABAg,Which maggi you have used i mean to say of which company ?,7,1
UgxkoFwkJVLKngCSnfl4AaABAg,Very nice recipe,2,0
UgwkDm9sQJ478fFS6rt4AaABAg,thank ou anty,1,0
UgxbQtmQf_MSzpaJj8h4AaABAg,nice,3,0
UgwrILjxZDTUZsuLV214AaABAg,Mam .......... Maggi 2 minute me ban jati hai but es tarikese to maggi ko banane maine 2 min nahi 2 hours lagenge,6,1
Ugzij0jXALXXbCdy-IF4AaABAg,So 😋 tastyyyyy,2,0
UgwNN60nRepuRQMWiel4AaABAg,Mast,3,0
Ugy3O4rOdKY9FTxA_Hh4AaABAg,very tasty,2,0
UgxubC3pMxB43bBYM4d4AaABAg,supab,3,0
UgxM98sao6Cl3upGrDZ4AaABAg,Very  easy recipe,2,0
UgwbUrm977DmMK0iWrl4AaABAg,Nice,3,0
Ugx7YiQ_SSjwiMRYouN4AaABAg,thank you auntie ab mummy ke jatehi appki video lagegi,1,0
Ugy7WQ7sav9-yqhN3294AaABAg,"Ma'am why u r so sweet...?? U used to find time in ur most busy schedule to reply almost each nd every comment of ours ... I mean how some one can be so down to earth...so so generous nd talented.....
Love u a lottttt...May God bless u wdh d entire happiness of dis world.",4,0
UgzuPcvA0_LeibwFeU94AaABAg,Kabita maam is a great inspiration...looking at her I started my channel....,4,0
Ugw5-N3TajfZHgzmkG14AaABAg,Looking so yummy 😚😚tasty.bookh lag rhi hai 😋😋,2,0
Ugx0_ZOoLSTOyP4h__14AaABAg,Yummy... For once I Had my mobile in my mouth 😂😍,2,0
UgzO4h8153crNi0DEaJ4AaABAg,Most yummy Maggi recipe ever,2,0
Ugy0HTMgYiWSt5ayEjV4AaABAg,So yummy 😋,2,0
UgwWZx7m5x61v56PEgJ4AaABAg,Waooooooooo Kabita g aap bahut ache se receipe banana batate h...👌👌👌👌👌👌,4,0
UgxxoMRkYqjR7b2M9LJ4AaABAg,Nice,3,0
UgxDTZvq-7uPqyvuhRx4AaABAg,Too yummy i loved it...😍😍😍,2,0
Ugztk86qX2vSQ7XMJPB4AaABAg,Mam your all recipes are mind blowing😍😍😘😘,4,0
UgzlJZUOrt0c9mZTwJp4AaABAg,Wow😊,3,0
UgzHvok0_G8QFZ3oXMV4AaABAg,Hamesha mera pani kam ya zyada ho jata tha ye video dekhne ke baad bilkul perfect maggie bani thank you didi. Bus ab ek baat aur bata do agar microwave me maggie banani ho to kaise banaye?,5,1
Ugx9EyccL4F05TanIQ14AaABAg,Kabita gi thanks for this recipe 🔥🔥🔥,1,0
Ugxx1Dnxdli2Q0axt-h4AaABAg,Mam aap bahut great ho....aapki videos bahut helpful hoti h ... specially jo log ya student ghr se dur rhte h unke liye to bahut hi jyada helpful hota h...or ku6 v cook krna easy ho jata hai.😊,4,0
Ugyr76zFbd_5usbvz8t4AaABAg,Very nice,3,0
UgwRjgLEK-eLlpVuvNB4AaABAg,Yammy,2,0
Ugyyp80IbEb8NpWIQFF4AaABAg,Maggie say only two minutes and the the Maggie is ready but my Maggie is never finish making in two minutes,6,1
UgzTYcs4zIYWrZ09mu14AaABAg,Delivery kijiyega,6,1
Ugx5lmezV08NkY2cNEF4AaABAg,Yeahh... Very awsome 😍😋😋❤,3,0
UgxDSrLulxAQVHe_7iF4AaABAg,This recipe is sooo tasty...thanks for sharing such tasty videos,5,1
UgyKp489Ctfu_6f08AJ4AaABAg,Super,3,0
Ugwwnmg0aaeBb-5NHUh4AaABAg,2 minutes maggie  to 10 minutes mai ban rahi hai,6,1
UgwwdMVK33NsM3ulUfR4AaABAg,Nice,3,0
Ugx1KBzRpN_UFM2rAWd4AaABAg,can i add chicken in it,7,1
UgyYUQgx_PZnFKGBMPt4AaABAg,Indian food is my second favorite food i hope i can go to India someday,6,1
UgwQJMVDi7KJ8PtbHVJ4AaABAg,ap ki sbi recipe achi hoti aa mam good,4,0
UgwjlHqJBC5IzRpueNl4AaABAg,Yummy,2,0
UgzozyhE6yHkICMwlLB4AaABAg,yummy,2,0
UgzGAybvF2ukWi0Hqd54AaABAg,Gud one recipe I also cook Maggie like you,2,0
Ugyl9_FVanrGw6KvdNB4AaABAg,yes mam u r right men's b try kiya bht bht achi bni h,6,1
UgyDRbk90VJrOMWvoJJ4AaABAg,I am making it,6,1
UgzXPEybpHT5UnS9QJd4AaABAg,Voice matches air hostess anouncement..,4,0
UgzkDVAbeUkVd7f_IFB4AaABAg,me bhi ese hi banati hu😊,6,1
UgwUyqfYX6BOovNWu7J4AaABAg,yummy,2,0
Ugzk6FPVCayCAgSM0DR4AaABAg,Mam you are great,4,0
UgzL0gTtl_1Sc5Bf-D94AaABAg,Supper,3,0
UgzLB-ZcKVm8G_f6XGh4AaABAg,Nice recipe  mam 😋,2,0
UgwK5NM-lfWdAV8JPXF4AaABAg,Ohoooooo looking very crispy and tasty,2,0
UgyojHWUt6U6W7AxvWR4AaABAg,"can we exit tomatos plzzzz replllllly u don,t replu",7,1
Ugz2rOkzQ9WrG1mBlNR4AaABAg,Delicious  meggi,2,0
Ugzar-KEwmdoCZcw9pt4AaABAg,nice  video ☺☺,3,0
UgwKACs75PAj3JiRDOp4AaABAg,Very yummmmy mam,2,0
UgyKreBZeZzmPRqcWhZ4AaABAg,Very tasty,2,0
Ugy19qJhZsk9VTYsEeJ4AaABAg,Ur the wonder chef,4,0
UgykepbZ4eMWUGgOoQ54AaABAg,Very nice video,3,0
UgzBHW0c4xvRUCm50L14AaABAg,Thanks for sharing this video,1,0
UgwJEEq5V_NhSpkFwgJ4AaABAg,Nice,3,0
Ugyp2gac-_yv9vXdyMN4AaABAg,Kash ye mere aage aise hi aa jata,6,1
UgwWYo3engZl_QBhwal4AaABAg,Can we use golmirch powder,7,1
Ugy_Td4IquL3A8ejVOx4AaABAg,I like maggi raicipy,2,0
UgzvWzkFcWpgm7yTmkx4AaABAg,Very nice maggi  raicipy,2,0
Ugwh1OU38tYrEnU9uSV4AaABAg,Awesome recipe,2,0
Ugx7p1ikmuJCNQUbN9t4AaABAg,I have tried today it was delicious and yammy👍🏻👍🏻😝😝😌😌😌,2,0
UgxRJc62P3lsjsLGiOl4AaABAg,Super,3,0
Ugxe3HEzUKXyVb2Ek_94AaABAg,Tried it today ..turned out super tasty !,2,0
UgwpkvZOw79pSGVlHsR4AaABAg,Watering in my mouth,2,0
Ugyxca86CCWN3HQb7W94AaABAg,Nice,3,0
Ugwj_gVY0axIjV7Wx5J4AaABAg,First time maggie kha ke pet bhraa thankuuuuuuu,1,0
UgymVJNlyL6eq0ohgVV4AaABAg,Very tasty maggi respi,2,0
UgycYpqmmERoVUFFzQd4AaABAg,nice,3,0
UgzVQEAj0vyWaWZhQ6R4AaABAg,Mast,3,0
Ugysr3qPXOgzz2gcqcJ4AaABAg,I love Maggie and happy New year kabita mam love you mam okk bye,6,1
Ugwp6ETv6SltHn-z-Hx4AaABAg,supper supper supper supper supper,3,0
UgzTPRi7RR-ghQSFjNt4AaABAg,2 min  to tomato pakne main hi lag Gaye kon bolta hai 2 min main puri Maggi ban jati hai usse kala pani ki saja Di jaye,6,1
Ugz-TPJDLd1IcuepIl94AaABAg,nice,3,0
Ugw5FXWcHfY7f3riJYV4AaABAg,"Mene banaye yeh noddles bahot 😋 tasty hai, thanks mam",5,1
Ugxl_M8eJvg7-UF2m7h4AaABAg, Kaya ham potato dal sak te he kaya,7,1
Ugw7j-DqWnN9Kwl5R8Z4AaABAg,Yaar i have no curry leaves now what to do,7,1
UgxUixNnLeIU_8dNcdN4AaABAg,Super,3,0
UgzEH9B7owAeB88SjQp4AaABAg,Mouth watering,2,0
UgxsiUHAMVF79yt76tZ4AaABAg,Mam can we make it without curry leaves??,7,1
Ugw0bYlsF5HB0SGzJl14AaABAg,Nice,3,0
Ugw_cjX0SoXqF-ZQfXZ4AaABAg,Mouth me water aa Gaya,2,0
UgxfwKuKjNoyS1VFbNR4AaABAg,So tasty,2,0
Ugyf8V_Lu5qA3_ZSKD14AaABAg,Nice video,3,0
UgyNAd76ej_sXqRPq2R4AaABAg,Suppperrrrrrrr,3,0
Ugy1cqqpiYe8qO2Ajw14AaABAg,Nice,3,0
Ugzgcafp8Hdv7ecx5DN4AaABAg,Wow,3,0
UgzKMO1vVnSlDekl-054AaABAg,Supar 👌👌👌👌👌👌👌👌💞,3,0
UgxbzG0DJ0Zs3D9TxBp4AaABAg,Yummy 😮,2,0
UgwrakPn1ZRHRs2kI1h4AaABAg,"I will eat my phone ......
So nice recipe....
Yummy",2,0
Ugz5shBOtYseBvhpINF4AaABAg,Mast yammmm,2,0
Ugy7KPYIPnWJaWgwetV4AaABAg,I tried now....,6,1
UgxvoajdLUKzPHDnIUp4AaABAg,Nice,3,0
UgzacAKUrH4iy_jApGJ4AaABAg,Mam mai ek singer hu sirf song ki hi jaankari rakhta hu baki aur chizo me interest nahi rakhta lekin aapka ye video dekhne se mai khud ko rok nahi paya..mai aapka Chanel subscriber kar liya hu..aapki video dekhkar dil khus ho gaya.. Fantastic,4,0
UgzY3FR7n28wgPgVNBh4AaABAg,Very nice mam,3,0
UgzvyN_U3MzCR3XgvS94AaABAg,"I made it
And it was yum.",2,0
UgxHRkO5XmOmqhYnW1d4AaABAg,Your all recipes r too good and it's my favourite Maggie so yummy if you like Maggie guys hit the like plzzzz love you 🤗🤗🤗🤗🤗😘😘😘😘😘😘,4,0
Ugwvw8Vd7ahPfvkuvfl4AaABAg,Kya ye jo normal banate h us se achi h kya,6,1
UgzTSQx8h8YT1Zk6Itt4AaABAg,dekh kar to bhook lag raha he aab jab tak kha nahi lati tab tak aaram nahi milaga,6,1
UgzBczMfT7aUE9o1FY14AaABAg,Mai v to aise hi banati hun kuch v naya nai tha....😣,6,1
UgwfQ59_TiXbyMZQc0d4AaABAg,curry patta avoid kar sakte hai,7,1
UgwDRiXyezUJoOtto1p4AaABAg,Maam Which Cheese do you prefer to add in this recipe ?Please Reply.,7,1
UgxJNWLJNvCb9l0t5rl4AaABAg,very nice😍😍,3,0
Ugw0v1VHYepoeZixy2V4AaABAg,curry leaves is not good in magieee,6,1
UgwPDHavAzsfr_Gb9D14AaABAg,I am eating Maggie right now,6,1
UgxGCCNBSVAdC5eZNxB4AaABAg,Love it,6,1
UgxiVekZsRR21rQbFZJ4AaABAg,Nice,3,0
UgwVYZiMDvZjHqwE47B4AaABAg,U talk so nicely but quickely,4,0
UgxQ0PzhX2lz0MgUueh4AaABAg,"Really really tasty ,tried it 💯",2,0
UgydFXroQmVYW9QDYEx4AaABAg,Nice recipe mam,2,0
Ugwp6ZSZ-uq3i27gQk94AaABAg,I like it,6,1
UgysHflsg1r9agQmqvV4AaABAg,nice,3,0
UgysXeSNtBhiqZH3oTV4AaABAg,thanks for you aaj hi hum bnayeg,1,0
UgyKdc7GYMjGkYDil2t4AaABAg,Yummy 😋😋😋😇😇,2,0
Ugy0EkFTpCa3BMqF2YF4AaABAg,1 mint me nodal nai pakta jaheel,6,1
UgwFKnp8GFG06qS1kUt4AaABAg,Best Recipe,2,0
UgzdntLDBfvMopW07lB4AaABAg,Nice video,3,0
UgwDyGEYcyBRilJsLHp4AaABAg,Nice,3,0
UgyM-cJcbOKd2P45Q1B4AaABAg,supperb recipe 😋😋,2,0
Ugx2ZEqFwfsenxh9H9t4AaABAg,Nice recipe,2,0
UgzoKnqJkP08PBX-WcN4AaABAg,I like sweet Meggie milk and sugar  wali.,6,1
Ugwatv_DS4YlwRoK24N4AaABAg,Tasty nd lovely recipe mam,2,0
Ugx5nl52T3A4y644-0h4AaABAg,Achha bana tha mere wife anda or kalimirch v add kiya tha,6,1
UgwNzWrb4F3AIgg1ppx4AaABAg,nice recipe i will definitely try 😊☺,2,0
Ugy6FG45gsr8LLnvtSt4AaABAg,Pyaaz hoti hai..,6,1
UgwXNYnrB82lTgi18l14AaABAg,nice,3,0
UgzvJaBaKQKEUfxRqNt4AaABAg,Nice recipee,2,0
Ugwj_xAaqOYYQcaSI7J4AaABAg,Ye to purani maggi recipe hai mai kitna bar bana chuki hu,6,1
UgyAnTF8fGoqp5yxcDV4AaABAg,Super,3,0
Ugyrxu3ptHEEevpX_Z14AaABAg,Kahate hai ki maagi 2 minute me banta par yaha par kuch or hi hai 😅😅😅😅😅,6,1
Ugy83YhViO0xfm1hWi94AaABAg,Bina maggi masala ke kaise banti hai,7,1
Ugx8HOAChWDo0BNSnxV4AaABAg,nice,3,0
UgzhkYAXx8BsumxzGhd4AaABAg,very tasty,2,0
Ugz7CT0L9RSzqlsQ65p4AaABAg,So yummyyyyyyyyyyyyyyyy 😋😋😍😍😘😘🙋🙌👍👍👏👐✌✌👌👌 Thanks.,5,1
UgyyIxIbCKQIINtLWCp4AaABAg,mam bohat achi recipe hai,2,0
UgwqGECMuUlxDq8INyZ4AaABAg,mam very good recipie,2,0
UgzAziU1wa9z8jO5XLt4AaABAg,Good recipe.,2,0
UgwJLWBN1kda3OywiGV4AaABAg,Aapki awwaz bhot achi h,4,0
UgwdP3S7I4yVJ16Ibqp4AaABAg,Superb mam and except kari leaves Me bhi same aise hi banata hoon 👌🏻🤗,5,1
UgyYfh27EKtYxgCMEkF4AaABAg,bhuk lag gi,6,1
UgxJjpN3HIvNf0nVZwx4AaABAg,Bachelors Ki jaan masala Maggi,6,1
UgwYpdFtTSzRFElXIux4AaABAg,Nice,3,0
Ugw8dprw1mmZxXgCqsR4AaABAg,Soo yummy..I had tried ths,2,0
Ugwlk98H2LoCZdGzpqt4AaABAg,Hungry... 😭,6,1
UgyfLL_Uihe5tP7QCdV4AaABAg,Maggi lover hit like button upto 50 like,5,1
UgyZkb-SMBK_4cWCg3t4AaABAg,#Mast_ha_vidio,3,0
UgzH3152iB0lrz2QXpF4AaABAg,Nyc ...,3,0
UgyqiSesAQj0DIqIKBR4AaABAg,Ye video dekha aur fir abhi maggie bnayi mene ye recipe follow krke..and guess what itni tasty maggie mene aaj tak nahi khai kabhi..this recipe is so good..😋👌🏻,2,0
UgwO9-nkpJECSSlKyhd4AaABAg,achha laga main aaj yeh jarur try garunga,6,1
Ugy00GcKpgX19gKM-FZ4AaABAg,Thanks mam,1,0
UgzWs84A-0k2m8NSsi14AaABAg,thanks,1,0
UgzY9wZMy_8tX6fIbM54AaABAg,Hum pehle hi ase bnate hai isme nya kuch bhi nhi hai,6,1
Ugy8GNjhMQPAyrrfaah4AaABAg,😋😋good idea,4,0
UgzqoNdw2fN0wq1Q-d14AaABAg,Looks yum. So mouth watering😋,2,0
UgyOnwuYApbXmgehaSJ4AaABAg,I also like Maggy your trick is powerful ab mere ghar ke sabhi sadasya mujhse hi Maggie banbate he Thank u for uploading this useful trick I like your method,5,1
Ugx-_paLHle6cuwUL5x4AaABAg,oh yummy,2,0
UgxrgxYqtxfj0lWf9ft4AaABAg,maggie is very tasty,2,0
UgwDFd7EVIwck6ls0LB4AaABAg,Nice,3,0
UgyHEgn87EL8eIJfL594AaABAg,Super,3,0
UgwGy9yXs3PMAhHxHul4AaABAg,Too excited,6,1
Ugxerb9dqeERuyPnvsh4AaABAg,"So tasty, thank you so much mam",5,1
UgzKZ2myZgHENuW9OH54AaABAg,Sirf dekhao mat do bhi hame 😠😁,6,1
UgyLhB9mDIIFbb-FhON4AaABAg,test maker  k Bina banake dikhayiye,6,1
Ugxgk3JEBGwj1n--a-h4AaABAg,I love maggi I eat it every day,6,1
UgxuxVX-hAOKSdgykzF4AaABAg,thanx nice recipe,5,1
UgzpZXTpjjPd_ag3Ozl4AaABAg,noodles torne se to ye chote chote noodles bane ge,6,1
Ugzm5qjws_tR9xf72bt4AaABAg,Very tasty i got water in my mouth,2,0
Ugz9QlYZ3_Jv4_BwPmJ4AaABAg,Mam curry patta k bina bna sakte hain,7,1
UgySL6gpwpM8Xead7rh4AaABAg,"Wow ,so nice",3,0
Ugx-nCDmu0mUppP085R4AaABAg,Can I just use masala powder,7,1
Ugz5EUoiwJuryoWRTgd4AaABAg,Tasty,2,0
UgwXnz--I-Pp-h1MUCZ4AaABAg,Mam thank you your all recipe nice,5,1
UgwUlpqoz5XpQ3jI_Ch4AaABAg,Yummy,2,0
UgwowC-5csg6dRl8PwV4AaABAg,"Very tasty....  Keep it up mam
And thanx for all your recipes 
Please make more vids🍈🍇🍇🍍🍌🍓😁😁😁😁😀😀😀",5,1
UgzI2A4H3ysnVBL88gB4AaABAg,"Di mane try kiya tha bhot he 🤤🤤🤤 he 
Thank you di",1,0
Ugy3WTPbqT9qFkMMErR4AaABAg,Fantastic recipe,2,0
Ugx2q7aSHh63QBE59rV4AaABAg,v good,3,0
UgwWVEv4IruQ4oS6wax4AaABAg,"Very tasty kabita di 
Thanks for this recepie",5,1
UgxZu-pOHOp1Gbmbq6l4AaABAg,Mai aise hi bnati hu starting se... 😋😊,6,1
UgxdlfOM87gzbgatU2d4AaABAg,Wah wah Kya baat hai,6,1
UgxccAdGrRa7ZDsmLaV4AaABAg,Very. Good,3,0
UgykWf-wmN7QvPK_5GZ4AaABAg,thanks for the recipie... i cooked first tym in life... it wasnt that great bt it was a masterpiece for me...,1,0
UgyRUSOsZc560aV4wO54AaABAg,Thnks Mam,1,0
UgzCbJAN8wAqvn88IWR4AaABAg,Nice,3,0
UgwNSvUvtr_QBsuoAZd4AaABAg,Tomato ki jagaha carrot daal skte he mam,7,1
UgzIi-GJ-P51Yh46nvp4AaABAg,Patta gobhi koi achhi recepi btaye,7,1
Ugw2tVq2noozsavif0R4AaABAg,I love your voice,4,0
UgySFtnRFeKcWUStHyt4AaABAg,Very nice  recipy,2,0
UgxFpwldn_YkJh0NsrB4AaABAg,Aapne bahutt Accha video banaya mam,3,0
UgzZ7yTNJs6rSlzACBx4AaABAg,Mam Konsa camera use karte ho,7,1
UgwwEX5dhnQofLTnJIt4AaABAg,Thanks for this wonderful video!! It's really yummy,5,1
UgwM-g61vryf_gxRmO54AaABAg,Nice,3,0
UgxjOpejE83f5yEsUmN4AaABAg,apki smyle mujhe achhi lagi ,4,0
UgybpZ561lEwvstjcu54AaABAg,Suprb,3,0
UgxOJrTsVy4rigQlyZ94AaABAg,Awesome delicious,5,1
UgzVcAqHqn3Wns53QXl4AaABAg,thanks,1,0
UgzqcZnP-QjSk5789QV4AaABAg,Mam this recipe I will try it so tasty and very delicious,2,0
UgyK8krOYNgBQEllW_F4AaABAg,I try this recipe so yummy and spicy l like that,2,0
UgyL6bx3EmfuvUG8vPN4AaABAg,tried it,6,1
UgzZu_uu49DfuyyQNLN4AaABAg,How are u didi,6,1
Ugy32KBIWONDQXlv0Wd4AaABAg,Mujhe Bhi khaki ha,6,1
Ugxv8ovQ7IhRGoMw2sV4AaABAg,😄 nice,3,0
Ugzn8wiMDppu__TQ8Wx4AaABAg,Bhuk lag gai ise dekhe,6,1
Ugyf34A7PZCvbY9gsR54AaABAg,Kabita  man it's really yummy tasty maggi Hua. Thank u  once again .,5,1
UgxC7aZxAq5a36aGyHV4AaABAg,You welcome,6,1
UgyaHULf54kZ8BFjDsN4AaABAg,very nice,3,0
Ugx5xVlBNWqOKtC4snJ4AaABAg,😋i loved it,6,1
UgzZTRThppzELeA-bMh4AaABAg,Peace na dale to I hate peace,7,1
Ugw_DEwkkP2Hgf_15l54AaABAg,Nice,3,0
Ugxh2bvKMViaLuT2I1N4AaABAg,"Hii Kavita ,,,,  I love your recipe😘😘",4,0
Ugw0oM_FcqlFeydii7Z4AaABAg,Yummy,2,0
UgzuB6MRSWq46KLU8uB4AaABAg,Nive,3,0
UgyKWEOjAh9c3mjFtAF4AaABAg,Thanks  bhn avhi maggi bnani sikhai,1,0
Ugyvjp15R1GKytzex-Z4AaABAg,bhaut tasty bane thi,2,0
UgxppCaCWN3mQGd_Dst4AaABAg,Mam v.nice,3,0
UgwfzhrIpBiUKMouTFV4AaABAg,very tasty mam. can u come to my house?,5,1
Ugw6Aw3V_EndtSJGW7t4AaABAg,You are my favourite cook. Love you mam.,4,0
UgwUpgsDp6o3fq9jnXB4AaABAg,testy,2,0
UgxGaO_onvHW9O3NUlJ4AaABAg,i think its gonna be sweet because of too much onions,6,1
UgwUsnSU03oPuCUluc54AaABAg,iam making this Maggie tomorrow,6,1
Ugxod1ZqrMWKukI_RvN4AaABAg,Video save kar li h jara banne😊😊😊😊,6,1
UgwB3CKY9WDnyjTm4jB4AaABAg,Nice,3,0
UgyLbpSZ7UC9Z1YEYDJ4AaABAg,Nice,3,0
UgynLepm-C7wMuGypsh4AaABAg,best resepi.....,2,0
UgzTfinaNF08GRri7y14AaABAg,I'll eat my phone 🤤🤤🤤🤤🤤,6,1
UgwH266q2To_hPzibQ94AaABAg,very very nice recipe,2,0
UgxTHTdp8aZ7iyDOL9p4AaABAg,So yummy thank you mam,5,1
Ugx1tcG_e6cCdBszCih4AaABAg,Itne sare unlike kyu !! Yea toh galat hai..... 😑😑😑,6,1
UgyfdRMhBqsfnM4IZuR4AaABAg,muzea aaj pata chala magi me onion bhi date he,6,1
UgxvZg5knE712qpzwUR4AaABAg,Nice kavita ji.. I will try this,3,0
UgzUfem437a2qMu57Fh4AaABAg,wow!!!!,3,0
Ugx24e7lhG32v9cebB94AaABAg,very tasty,2,0
Ugz_PFlanDTe5mVSij54AaABAg,i will try  ...  it    tomorrow.....🙃🙃🙃,6,1
Ugx_54lK3Fc4EevIoQ54AaABAg,Mem bhot mast bana tha abhi kha k howa mera...,6,1
Ugw-rST8Zjch25Z89rl4AaABAg,It's very tasty 😋😋,2,0
UgwhaDEDjNyvcem1wU14AaABAg,Kachcha lag rha h🙄,6,1
Ugz4z4YHsXRFh0h4qLV4AaABAg,Thank you soo much,1,0
Ugzz-QmakVihjAXGEW14AaABAg,TQ for providing the English translation for sharing the recipe.,1,0
UgxzizxiL7DXKWb9sVR4AaABAg,Nice yumm😋😋😋😋😋😋,5,1
UgxsnLThB9KIuhRuYwJ4AaABAg,Marchi kab da le,7,1
UgyLQvfHVNxwaBXpbTt4AaABAg,Nice mam thankuuuu,5,1
UgzaRtbkkJqQV2Kh4vd4AaABAg,Nice recipe,2,0
Ugwx6wwrq8374MB-c5B4AaABAg,Bahut mast video h,3,0
Ugy9w-XitYHwjQu1Kl54AaABAg,Mne khud se ye try Kiya h,6,1
UgwjXBy9p7rIM0zP5qp4AaABAg,Mam it's really good..,3,0
UgwxI0345eE0F8oM7Cd4AaABAg,Mujhe samjh me nahi a rha meri pahli baar me hi pyaj jaal gya uske baad mom ne data bta nii sakta 😂😂,6,1
Ugz7LBo6uNEEWAjRUEJ4AaABAg,Isi tarike se Hakka nuddles Bana sakte hai?? because I dont like chainis style nuddles. plz reply,7,1
UgyP_UYtiqPhIL1JOat4AaABAg,Thankyou so much for sharing dis❤❤,1,0
Ugxh-Hxvi5Ngn1o9xa94AaABAg,yammy,2,0
Ugw6OpEoH7zmU-ToWId4AaABAg,Maggiiiiiiiiiiiiiiiiiiiiiiii  pani aa gaya,6,1
Ugzex0UBKIflmRHATAl4AaABAg,Super madam mast watch smusic vaibhav Laxmi puja in Marathi,6,1
UgycI85FkxYEpPOI_QZ4AaABAg,Yammy 😋,2,0
UgwvZUO549c4pJO29tl4AaABAg,Nic,3,0
UgwJc-W8i9nSz7ZOFbZ4AaABAg,kya taste maker use Kiya tha Apne jo Maggie k sath milta h,7,1
UgyGWHC6Vp9Ud0ZxrCF4AaABAg,I have tried a lot of maggi recipes from youtube but this one came out the best..thank u so much ..my mom even liked it..😍😍,1,0
Ugz08sz0TE7XiHdyKFZ4AaABAg,Wow😘😘😘 itni delicious Maggie recipeeee aaj tak nhi dekhi m toh Maggie itni simple banati thi 😍😍😍 nice mam mouth watering maggie😙😙,2,0
Ugxz9pUX75TOwDaEsxt4AaABAg,Itni achi Maggi bana li Tum na Hame khilane ke liye kyu nahi Bulayaarey main to mazak kar rahi hoon😁😁😁,6,1
UgwL4MJvmfy6TWsO4-x4AaABAg,Do tin minute baad toh Mera sab jal jata hai,6,1
Ugyjjv46DPGe_ntNX-l4AaABAg,mam baye  lunch box recipe plz,6,1
