id,commentText,Labels,Encoded
UgxhwSvXUHxPj_ZFRql4AaABAg,mam kaate wale aalo wale samose ki recepie bataye plzz,6,1
UgxjF968U54tljwt3_N4AaABAg,I made it.. And ate allðŸ˜‹,6,1
Ugxu8iMqtOwiX2kmYj94AaABAg,Nice resipe,2,0
UgzvrrPT6VT7ox-tkvN4AaABAg,veryyyyyyyyyyyy niceeeeeee Samoa mam,2,0
UgzN8gNbuhGSRj624Up4AaABAg,somaso eat mutu,6,1
UgwT7m1jWy1b2C13W354AaABAg,very niceðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Š,3,0
UgzjElgZ1x9dBS2xIS14AaABAg,I donot now single step of samosa  according your recipe its made very tasty thanku very much,5,1
UgwGUrBBCE87clwc2U14AaABAg,Thank you so much mam mene try kiya hai very tasty,5,1
UgyeHD-QhkOOo17JXZx4AaABAg,Kya samose hai aunt,6,1
Ugw_MMJWIQ__dtHboUp4AaABAg,Nice mom,3,0
UgwZFu7RV7VtFY5set94AaABAg,Mam merh pass amchor powder nhi h agar nhi daleg tho taste khrab tho nhi hoga na  please replay....................,7,1
UgxulwsvziuQEcnD-LV4AaABAg,very nice video and Thanks you this recipe,5,1
Ugzb-Dycj3xUTueUA-R4AaABAg,Nice mam bahut tasty hai,5,1
Ugzs8sdj38yiYA2rnRB4AaABAg,can i get your number mam,6,1
Ugy47720Y71GLkbtb2R4AaABAg,wow,3,0
UgwwzHLYn1r6Q-r3EYR4AaABAg,very nice samosa racipi.thank you so much  nisha aunty,5,1
Ugw_E0F4WVYHiA3EqrJ4AaABAg,yes you are right its no bubble's ol,6,1
Ugy-QN0RfOAOsuv8hzJ4AaABAg,nice mam ðŸ‘,3,0
UgyRvQpfSFI0nKsnQ0l4AaABAg,Bahot hi acche se smjhati he aap mam.... Log galt kehte he ki aap lmbaa smjhati he..... Aap ek ek baat ko btati he.... Bariki se,4,0
Ugz0vZG4qHA5DLZe2_N4AaABAg,mam aap Jo recepi batate ho na ekdum Shanti se batate ho or aapki recepi bhi aachi rehti Hai nice recpice ( samosa) I will try mamðŸ˜˜,4,0
Ugywt9I-UHmI-A8Cfth4AaABAg,Wow mam u are superb ðŸ˜‹ðŸ˜‹ðŸ˜‹,4,0
UgyK5G11LkdyoQeop5l4AaABAg,Superb mam,3,0
UgxqeoO9QgFDumbvg7R4AaABAg,Nisha mam ghee ki jagah hum deshi ghee ka moyan de sakte hai qa,7,1
UgyxXoEhJpcEIIdNjWx4AaABAg,maine jabe bhi samosa banati hu uska roll hi nahi sahi banta hai to kya karna chay pleese tell mee,7,1
Ugx3m1D0e4T92hfWzQt4AaABAg,Mam you always doing osam work.great mam,4,0
Ugw3ThXCoVRmR-Sxwrh4AaABAg,thanks nisha ji,1,0
UgxhV-TSM4-2UqLIyX94AaABAg,Nice,3,0
UgyeAjTsb3idaD11d994AaABAg,Mai abhi kuch der pahle banai.... Bahot hi achi bani hai... ..ty mama... ðŸ˜˜ðŸ˜˜ ...,1,0
UgwXtnESFrMMCS-wec54AaABAg,Very nice recipe mam thank u,5,1
UgwHhgKtjM8FyPH0vud4AaABAg,very nice tips I will make it tommorow,4,0
UgwdZEKemFcEpOlA8Ct4AaABAg,"Mamma ji aaj Kal patta govi ki bharta bahut hi Jada femce chal Raha he please batao
Patti govi ki bharta kaise banao",6,1
UgxhEX8sxbGBTOoqN5J4AaABAg,Thank you mem,1,0
UgwvLxnbevMKkZ7CUbd4AaABAg,nice mam,3,0
UgzPHrSptzfe-Y7vy854AaABAg,Why not adding onions mam?,7,1
Ugzk2ObNq29NOTq8KRl4AaABAg,U r best mam,4,0
Ugyp68Cqfpd_C48ctmx4AaABAg,very nice performance,4,0
UgxFoPGighSBMrIePaR4AaABAg,"Thanks Mam n my Mumma side, Maine ise try kiya Wakai me bohot Ache bane samose.....",1,0
UgxTObr1xTqEgIYpdiB4AaABAg,Chatani Nahi dikhh rahi Nisha ji...,6,1
Ugxa-76nU2Ak3A0GzGV4AaABAg,Nice,3,0
Ugwq5Dz7WpsaNOoGl8x4AaABAg,Awesome mam l'll try . Its tasty and delicious,5,1
UgzrOpV00kgUZV0qxxN4AaABAg,Very very nice.. And easy Recipes mam.. Thanks a lot,5,1
Ugw49W1ez7ki5l1gsot4AaABAg,haldi kon milayega,6,1
Ugw0iR6hsFEOoeqtAXh4AaABAg,Mouth is watering ðŸ˜‹ ðŸ˜ðŸ˜,2,0
UgzbrTkdt9nYI_trul14AaABAg,Very yummy ðŸ˜‹,2,0
Ugzdj4VsG6CN-FRmHpR4AaABAg,Madam mujhe apke hath se bani recipe khani h,6,1
UgwvY140wSoKqJ3qkwd4AaABAg,Very nice I will try thanks Nisha ji,5,1
UgyD6h7_P1TRVS9GC-t4AaABAg,Very nice ðŸ˜‹ðŸ˜‹,3,0
UgzGDWChbiJ6Iv9EdhV4AaABAg,Mam.aap.bahut acha explain Karti.he,4,0
UgymWRWflCUfQDM9AQd4AaABAg,Awsome recepie i will try mam....ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜„ðŸ˜ŠðŸ˜ŠðŸ˜Š,2,0
UgxeJ4ho_nwHKynS_f94AaABAg,"I'm a Kashmiri and Samosas are not in our culture. 
But, of late, tea stalls etc have started to serve samasos and we have developed love for Samosas.
However, they don't add the ingredients you do, neither are they cooked cleanly.
On the contrary, your Samosas consisted a lot of ingredients and you cooked them in a healthy way. 
Now, I can't wait to cook samosas in my home, whenever I can.
Thank you and love from Kashmir! ðŸ˜Š",1,0
UgzG5qEdKOnBzdkPLCp4AaABAg,Really nice.. Yummmy,5,1
Ugx6ITAI-QmoA2T5hxd4AaABAg,"Thank you very much,mam.",1,0
Ugzg70tvWTo3VnhyCWp4AaABAg,kya hum samose ka aata food processor me goondh sakte hai,7,1
UgzCxWaSx5ezqMWxDfF4AaABAg,Best chef in the world....ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜ðŸ˜,4,0
Ugzg_6zAfmakoZncd-h4AaABAg,kya iska aata garam pani se guthne se crispy bante he samose ??,7,1
UgxOQf-qL8pItEutTlt4AaABAg,Mam aap bahut achcha bolti h,4,0
UgzX0q0AwbK0dLWb8c54AaABAg,nice,3,0
UgzEmEXPGelvky4Ugtp4AaABAg,very nice,3,0
UgyOIZvJCGKiKtjeYgZ4AaABAg,"di aaj mene bnaye the,mje ar mere husband ar bacho ko bht psnd aye
aapka bht bht thnx",1,0
Ugw-4zf-daWUILCDkI54AaABAg,nice very very Nice lookin so delicious Punjabi samosa are famous in world,5,1
UgxJZ2PKEw8lISCz2xZ4AaABAg,Very nice recipi i m prof shehnaz from pakistan,2,0
UgxNKdJbls_Hj7ORBq14AaABAg,Superb recipe ðŸ‘ŒðŸ‘Œ,2,0
UgyOTLEET1BhugWH8-V4AaABAg,thanks aunty.....banake khaye aur hubby ko bhhi khilaya..,1,0
UgzpjvQxa8H0n6MCDMd4AaABAg,thank you Samosa ki idea but aane ke liye,1,0
UgzdcCtBxTdQMX1ezAR4AaABAg,tysm nani ji,1,0
Ugz0RvSM_tF9uG-NcXt4AaABAg,Hi mam oil le saktye hai,7,1
UgxOuk2ttmLj-lM4VQN4AaABAg,Nice mam ... ur all recipes are amazing and easy,5,1
UgyGwo0z60GJuX9wo2B4AaABAg,thank you,1,0
Ugx6FbMCUcXS9UIk9994AaABAg,Yummy samosa,2,0
Ugz2wTZSkNaGmXoVGDx4AaABAg,mam ghee k jagah refine oil le skte h kya rly plz mam,7,1
Ugx25y5nPKibqbNKj1J4AaABAg,V nice,3,0
UgyMqIxBV2USTGxTC454AaABAg,Aap  jaisa  koi  nhi  ....love  u  mam,4,0
UgxfnXPG5rqr0rKg1lF4AaABAg,I like your Recipe mam,2,0
UgxkNMVhd9ynvBK1x6J4AaABAg,Mam 250gm maida me kitna dalda dalu? Â¿,7,1
Ugyw1aK7KuL_OG_O75N4AaABAg,very nice vedio,3,0
UgxO3wYYRE5NMRNRZ694AaABAg,Very nice,3,0
UgwWwpm-y8bI7gL41fZ4AaABAg,kon sa oil use kr sakte hai samosa k leye,7,1
Ugwo3ACnT_rQD4XUrh14AaABAg,wow yammy,2,0
UgxNqfl54-Nk9y_zRdp4AaABAg,Nihsa ji me aapke sabhi videos dakhti hu or main Bahut Kuch sikaa ha thanks,1,0
Ugxw1jcNK2Rgm-iu-_h4AaABAg,very nice recipe,2,0
Ugy-qvdDnO6yGd0oxHt4AaABAg,Nisha ji ham wheat flour ka samosa bana sakte he,7,1
Ugy7NxN20HS4eoy5bdN4AaABAg,Samose bahut achche hai,2,0
UgzL1riwJ-L3KDr-0t94AaABAg,mam hamara smosa crispi nai bantay,6,1
UgxybnnnMQgN2HdDFb94AaABAg,so yummy,2,0
UgwVRGtRdjML7IiBBh54AaABAg,Very nice recipe,2,0
UgxVjvXJ2h1rrHv7yLR4AaABAg,Nice,3,0
UgxjW9BpgDpEUBPDkhB4AaABAg,Nice recipe,2,0
Ugx4NT4CBNO7eliMyQp4AaABAg,tasty and crispy samosa thanks for this recipe ðŸ˜ðŸ˜˜ðŸ™‹ðŸ™ðŸ™,5,1
UgxYIwXhBmVALD6mhNl4AaABAg,Mam can you meet me once I also live in noida,6,1
UgxSXvUEUrAY5O9t4cp4AaABAg,Mere samosa Crispy nahi hote he kya kare,7,1
Ugymkf5ZUcc5Ghoz-RV4AaABAg,jab app screen par itna bada bada likhti hai to hame  kuch dikhta he nahi hai,6,1
UgySOWpETtL7HhLZRWN4AaABAg,Very nice mam,3,0
UgxXz3WXv6szmsUPAcZ4AaABAg,Nice recipe,2,0
Ugy2JfEBkZZIvOfcLGF4AaABAg,Nice mam,3,0
UgiwcQrF0_j6AngCoAEC,Mam isme pyaaz nhi dalenge,6,1
UgwVfLtIMBtvlApTlA94AaABAg,nisha ji,6,1
Ugxr2SvJ8GzQ_7PMFyR4AaABAg,nice neha ji,3,0
UgzOrc2NvhR0Ws0a61N4AaABAg,Very nice Recipe,2,0
UgwV_3jqKeazcSBaY1V4AaABAg,Ma'am can I use oil on the place of ghee??,7,1
UgzLfndX1BWPIZUhF9p4AaABAg,I will also try then share wd you,6,1
UgysADKggJpyqajfeHJ4AaABAg,"Nishaji Namesty,looking tasty,apki camera team to khob enjoy kerti hoge garm garm samosa enjoy kerenge",2,0
Ugx0jSVOy96VmT3VlI94AaABAg,wow mam so yummy  taste,2,0
Ugxt_N_XAk3bjtcY_Y54AaABAg,"Hello mamðŸ˜€
yeh samose wali recepi maine aj hi  banaya sham ko... bohut hi achhi crispy they.. aur koi v bubble nahi thi samose pe. cooking meri hobby hai.. mujhko achha lagta hai cooking aur ap se bohut diljasp recipe jo normally dukan me milti hai maine sikhi aur banayi.. jaise moong dal kochuri, chhole bhature... thnx mam.. ap bohut patience se sikhati hai.. aur aj ap bohut khubsurat lag rahi hai is episode me... Thank you mam..",5,1
Ugw4H_qVJ6F0sqZJIC94AaABAg,Very tasty samosa ur style,2,0
UgzfeHe-XmUKzYWHWz14AaABAg,Nice video,3,0
UgwPwKdef8JNrPkZfu54AaABAg,Hello from Dubai love your works keep it up,4,0
UgzWL8dnRv54Je4-EcB4AaABAg,"Your cooking are to good ðŸ‘Œ
Yummyyyyy..........ðŸ˜‹",5,1
UgzMaPdKXC45c1jK2fJ4AaABAg,Ap vegetarian hai kya?? Ap onion garlic nahi khati hai??,6,1
Ugwgm5ocKPlCIJKyq0d4AaABAg,Popcorn kese banate h,6,1
UgwBWeWT_3AXUqSENoN4AaABAg,Mam morning me nashte me  samose banane k liye mainde k ata ko raat me b laga k rakh sakte h kya,7,1
Ugywo9EayX8eHlsQ38B4AaABAg,nice,3,0
UgyxxHRiOBifv-pIgFl4AaABAg,Mango powder ko dalna jaroori Hai Kya?,7,1
Ugzrp1r-QctD5xvbMsV4AaABAg,Nice,3,0
UgxudsVkOKHxDyuoGqF4AaABAg,Very nice mam,3,0
Ugw1zzpvphW6HtiMpwV4AaABAg,Owesome,3,0
UgzyNpCwUNY4J5tFmxd4AaABAg,Very nice mam....thank u for sharing .......,5,1
Ugye259koNG65mtuyKB4AaABAg,D way u talk its amazing,4,0
UgxkDrsIyQGBMxWKmzl4AaABAg,hindi  mix  veg palak  panir  samosa,6,1
UgyN-ZYnuCT4KPHB6ix4AaABAg,Thank you so much,1,0
UgxZFsvCpaV2Wr33BfR4AaABAg,Dal pur,6,1
UgyVtWJvc_TvBkqxLMt4AaABAg,good mam,3,0
UgwWoWRD1x86YuC7EFt4AaABAg,"Ma'am.. You  teach so well that even if someone is not interested in cooking, even they'll start to cook.. Thank you for all your recipes and your attention to every minute detail..very very helpful :)",5,1
UgyxzVHyxfSMYkK8Nid4AaABAg,Nice,3,0
UgxnTa5bygadW7QxmnR4AaABAg,ap har rechpi bahut badiya sikhate ho nisha madhulika ab karele ki sabji ke bare me bataye,6,1
UgyA79B3pezZc8kYejJ4AaABAg,mast zhakaas,3,0
UgwTt5rN2nsdYyjUPH94AaABAg,Mast yummy  samosa ghar pat banaya bahut Accha Bana sabko Accha lga thanks Nisha ji,5,1
UgzjbWFo61R_csb__yt4AaABAg,You are very awesome in cooking,4,0
UgxEaoCFoHwuuZg8vKl4AaABAg,Vry nycc mam ... Ap bht acha bolte ho ad explain bhi krte ho ache se ...Maine try kiya tha .... Its ws delicious ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹,5,1
Ugwro-DPuvoj3J0hzV54AaABAg,Maida ki jagha ata se banasakte hai mam?..,7,1
Ugw0_ti9tBZ1cndJGjF4AaABAg,I like your all videos and I like you very much mam,5,1
Ugzoeh2zgzlikbJ8YhZ4AaABAg,Thanx mem,1,0
UgzBnexxjGq2szWBBHF4AaABAg,Thanku nisha mam,1,0
Ugx_pZx4UoG6jvkcfC54AaABAg,mam pls suggest me which  non sticks products best for cooking ntell me about Ur own experience ?,7,1
UgyQooB1S_czxlLbLvR4AaABAg,Cream bnana,6,1
UgzHjAXaGV2drRkiJAB4AaABAg,Mem bas mujhe cake ka decoration or sikha do to mja a jayega,6,1
Ugzo_5VtT4xoOlqUySd4AaABAg,Thanku so much mem pahli bar mere itne acche or perfet samose  bane hai,1,0
UgyNPQtg7Pn-PM0nRFJ4AaABAg,Thanx mem,1,0
Ugx8ocZYkDBVvHqQ4vx4AaABAg,Mem 2katori maide me kitna ghee dale samose ke liye btaye mem plz,7,1
UgzClzGgvBekwxYhfop4AaABAg,Vry nic,3,0
UgyiEGRSQsmD74SeZdx4AaABAg,"Mam pls Chinese samosa recipe ,,,pls",6,1
UgxdTdrCBGa3XwZrXi14AaABAg,nice bana nisha ji,2,0
Ugw_FJW4_NKCZsSVK7d4AaABAg,nice recipe,2,0
UgyRm3CL2sg5WY84KY54AaABAg,LOKING EASY AND TASTY THANKS,5,1
UgzN7KKccqXuNkGJUk14AaABAg,Nice mam,3,0
Ugz38WxHgS2TsfK7gep4AaABAg,good,3,0
UgxH6q8ElYt9MyYTi9V4AaABAg,Moen means???,7,1
UgzrL3ZYZ97JGg36Kn54AaABAg,Thank you mam ðŸ˜Š,1,0
UgzLz08nCqySbscWznV4AaABAg,"mam bacho k liye kuch recipe bataye jo jada acha ho, kyuki mera babu 3yr ka h, but,  wo kuch khata nahi, aur doctor bolte hai Non-veg dene ko par mujhse ye ho nahi sakta kyu ki hum log kavi nahi khaye hai, please Fruit se bane recipe bataye, kajal Agrawal",6,1
UgzytG9vR36_U2e-rFV4AaABAg,Mam samosas banane ke liy hm wheat flour use or skte h agar bacho ke liy bnane h ti,7,1
UgwDA4y38wu1_UqDTtN4AaABAg,mam apka recepi bahut acha hota hai aur ap bahut sweet ho,5,1
UgxTqdQtIPhTED7-kRp4AaABAg,"Hello Mam, Uncooked Samosas ko Refrigerator mein kaise long time Freeze rakh sakte  hai ? Please Answer",7,1
UgyO7pyYklxK-I1JQu54AaABAg,aaj Maine samosa. anaya aur bahut tasty bana hai,2,0
UgyBp5OUHtDCOf9k7td4AaABAg,aloo ki tikki wala Jatt Ni Bahut Achi honi chahiye Hamara tikki wala chutney acha nahi hota hai,6,1
UgyTwdWKjKiv-DXWK5l4AaABAg,nice recipe,2,0
Ugy2NYYC4-O2ONgo1Ul4AaABAg,Thank you aunt..my mother also tried yr this recipe..really it's very tastyyðŸ˜ŠðŸ˜ŠðŸ‘ŒðŸ‘Œ,5,1
UgwIYkUfVmgiME5pOp14AaABAg,aap recipe maa ki haath ki recipe lgti hai I love you mam,4,0
UgxiHos880HVBgf4dm54AaABAg,Mene bnaye aapki dish dekh kr aalu palak k katlet nd samosa,6,1
UgyVK5N2Be3NwAUmkJl4AaABAg,i love your recipe very much and I am also try it home and it is make very nice and taste. please give me the recipe of yummy paratha and nam keen recipe. please replied .,6,1
Ugwoedf1mfQG5syEytZ4AaABAg,Awesome,3,0
UgzMI_ls5qMSqim0ixp4AaABAg,Thank you aunty! Your recipes are so nice and so are youðŸ˜Š,4,0
UgxMvMtBXEh-WoyI_IV4AaABAg,Thank you madam ji,1,0
Ugy84N66JBv1kqokHIV4AaABAg,mam apni dusre cheese wale samosa mai besan bhe dala tha.. es mai need nahibhoge kya?,7,1
UgzW11eoIcu8EOGh3pZ4AaABAg,So tasty and ðŸ˜‹,2,0
UgzK3Q_Thhh3lWoWlmt4AaABAg,Mam muje keval 4 samose hi bnane h kitna ata and allu lena chahiye,6,1
UgyL2S4ZJtcgm8rN0UJ4AaABAg,Ur explaining way is gud.. And the recipe too gud,4,0
Ugh2Q35Mt65D33gCoAEC,Your recipe is too good and it makes very nice....thnx,5,1
Ugylx7PZGAqt0Ff3tIh4AaABAg,Mam aloo boiled lene h...?,7,1
UgxlcAL-HsZzDcCrIgF4AaABAg,Can you please make and send me,6,1
Ugyz6TnSt3lddcHatZl4AaABAg,aapne wheat flour liya h ya maida,7,1
UgxoPazyw-BLGdzjcKt4AaABAg,Mam kya hum ghee ki jagh dalda use kr skte h,7,1
UgycHj_gus8kXh040SB4AaABAg,Nice good excellent,3,0
Ugxn6Pa9T6AZdsNQXe14AaABAg,mam somosa me mohen dalda ghee ya desi ghee ka lgana h,7,1
Ugy5j2Bx0suVmEiu79R4AaABAg,"Tried this recipe and the Samosas turned out very nice..
Thnx Nisha ji",1,0
UgyyVmeERhcGx0fbOIB4AaABAg,Nisha ji nameste,6,1
UgxRPOHgMgkKzvUFi9x4AaABAg,Very nice aur bhi video dalo aunty ji . thanks,6,1
UgxxByh1v5mrL-_-pR54AaABAg,i willl make samosa tomorrow n i hope my husbnd get surprised by having this in his plate..he will be happy â˜º thnkewww mem apke wjh se kafi kuch sikh liya h n aFter mrrige jb bhi problm lgti h to mei sasu maa ko ni puchti sbse pehle apko serch krti hu or sasu maa k smne bnaleti hu..â˜ºâ˜ºâ˜ºâ˜º,1,0
UgyfIBxB49Cn1AFL5-54AaABAg,Mam aam Chur powder nai jaise kuch aur use karsakte hai kya??,7,1
UgwajWd3id4aQ3jF1xN4AaABAg,Good result,6,1
UgxY-YB-LqBsfJPr7rN4AaABAg,aapke batane ka tarika mujhe bahut pasnd aaya mam,4,0
UgxVytdARyTalUweuCJ4AaABAg,Tasty,2,0
UgxqSR2nP_TpSOE8BKV4AaABAg,Thanks so much  nice jiâ˜•,1,0
UgwtRIaN5ETQ2jdBbE14AaABAg,aunty aap bahut bahut bahut bahut hi  jada pyari hai... bahut hi pyar se bolti hai aur samjhati bhi hai... love you so much...,4,0
Ugx3PlkHmKsmg_nSKix4AaABAg,nice explainatiom,4,0
Ugw3LTP03X4AZ8aBI2N4AaABAg,Mem soya stick banana sikhayo please,6,1
Ugw0Eq4QQqk3ZQdZmFV4AaABAg,Samosa fry kis chiz se karte h,6,1
UgyJvhG3k6CyXr4vVSV4AaABAg,very nice mam,3,0
UgyErFNZ4x2AM9jwnYl4AaABAg,yummy ðŸ˜‚ðŸ˜‚,2,0
UgzHlnBBHB6jVvnbWb14AaABAg,You are too good mam. your teaching method is just awsm....tysm.,4,0
UgyP9x7xxgT3Wzepm5h4AaABAg,wow nice mam,3,0
UgxlKeiEccxewEYriYF4AaABAg,good,3,0
UgxjRKWckKMDF0CuyBl4AaABAg,Thank you so much aap ki jitni Tarif Karu uthna kam hai,4,0
Ugz1bJODjDT0JALwmSl4AaABAg,Mam hari mirch ko Bhar Kar Banaya Sabhi bahut khush huye Sab ko bahut achi lagi ma'am aapka thanks aap bahut acchi hai,4,0
Ugz2pNbkkTYlD17IW1d4AaABAg,Love it mam ðŸ˜‹ðŸ˜˜ðŸ˜‹ðŸ˜˜,6,1
Ugx6KB8MVIQUkB2m0cF4AaABAg,Supeeb very nice and thank u mam,5,1
Ugzt12FW8Yi7v4GE3qN4AaABAg,Bhut achchi resipi,2,0
UgzTSXFAk6IgLgrqDpx4AaABAg,Nice aanti,3,0
UgzScLJGGEdL_4IYQw14AaABAg,Laddu krara wale,6,1
UgwaNOQ2_6cavLXe0sx4AaABAg,Mam plzz share recipe of smosa chatni,6,1
UgzEDPLggJ4eFqLepBd4AaABAg,sandar,6,1
Ugy45rDBVdt5gkzfObR4AaABAg,"Good evening Mam... Belated Happy Diwali to You n your Family..
Mam i tried your Samosa Recipe on Diwali without green peas n it was very crunchy n spicy just like market made at home . Everybody liked it. Thank You Mam for the recipe .",1,0
UgyhfA7tI2p6D1maPv54AaABAg,hi mam,6,1
UgyWKs1vfF7FyX8r-bx4AaABAg,aap bhut ache se samjhti h Jo ek bar me a jati samjh me dish,4,0
UgzAtle294OR1NZ_sVF4AaABAg,You are the best,4,0
Ugy_GtXfyCUcMyxBNZ94AaABAg,Mam mere samose bahut jyada hi soft ban gye aisa q hua?,7,1
UgxT-GLf7JkGCAVhlJd4AaABAg,Nice mam keep it up.,5,1
UgxiFvD_wfZ_E7UJBlZ4AaABAg,Nice,3,0
UgxcurL0KHKYO2qV4N54AaABAg,Bahot badhiya recipe h nisha ji ...,2,0
UgwmhRtcBdNyPH21Zzh4AaABAg,"nisha madhulika, my mum is big fan 
of u.",4,0
UgygkbUvJImXQuIFk454AaABAg,man it's so nice,3,0
Ugw43HYY_ry2SYwZ1ul4AaABAg,Ma'am your somosa are outstanding i will try at home thank you ma'am,5,1
Ugy-732usm0olLErs-V4AaABAg,Happy  Diwali  didi,6,1
UgxBP7kWcL2C2PbFTGx4AaABAg,Best part of all your recipes ki Aapki smile bahut pyaari hai jisse recipe bahut tasty banti hai,4,0
UgzefjiHi5Y4b7BLt354AaABAg,nice mam so god,3,0
Ugyjry1dkVKOFS9YkQZ4AaABAg,Mam without kaju bana sakte h,7,1
UgxBC3NtjofJmNbKIxJ4AaABAg,so yummy....,2,0
Ugy8QAW2eSJWwpj9hGB4AaABAg,ap sugar free ice cream  ba na sakeo plz mere abu ko  sugar hae us waja se plz plz my name is maria plz aunty ye mera question hae,6,1
UgxEfN-K1kM4mvtWcQp4AaABAg,very  nice  about samosa you explain very simple way  nice  aunty,4,0
UgxQc7kJiyg5VAMwu2J4AaABAg,Ghee use krne k bad b bubbles aye,6,1
UgziOtl8fkMSYQodbep4AaABAg,nudal samosa,6,1
UgyZLIp0flib6MKqlXp4AaABAg,Very taste,2,0
Ugwe0DrDX_VSCkRLicx4AaABAg,Mane nahi anode manage hair wo hair kyo hits hair,6,1
Ugzh21xr_3LAoq63w354AaABAg,samosa nice please reply,2,0
Ugz0Hx675cPaDP30BbB4AaABAg,lovely dish aunty,2,0
UgxX0C23fp20zpKEvzd4AaABAg,wow,3,0
UgxCt2c_xgR3YePShWB4AaABAg,mam isme aate ke andar dalda ghee use karna he ya pure ghee??? plss reply,7,1
UgyJswHEQz1M6sJzTKp4AaABAg,mam very nice reciepe,2,0
UgxBt_m-yegw1sA0XY94AaABAg,Aloo ko ubalna hai ki,7,1
UgyNhSvPHIjH5y6RyAN4AaABAg,Mam samosa are really delicious and i will make it againðŸ‘ŒðŸ‘Œ,2,0
Ugz3uqQ5PO2YhVWGqzN4AaABAg,Maine banaya aur khaya bhi bahut tasty lagy,2,0
UgyhsJv6gt7MUepY6G94AaABAg,vry nyc,3,0
Ugz8fKNPzqxDMdTIQ9d4AaABAg,Kuch easy tips mava banane ki bhi Batao,6,1
UgxC5WLD5YsdH0YAxHd4AaABAg,veryyyyy nice and tasty,2,0
Ugx4Jyg1WSHnK6uSpi54AaABAg,Thankyou so much,1,0
UgwbJUqC9Nuw1RzeJJl4AaABAg,V.good,3,0
UgzlGQDo1eKKutcvq_B4AaABAg,Very nice,3,0
UgzSyK_hvMVJTJiyDph4AaABAg,Nice,3,0
UgwWiZmbIRMTVDT4KuZ4AaABAg,Nisha ji samose bahot der tak kadak rahane ke liy kya karna padega,7,1
Ugwgpbx3tIH4Wrjq2vF4AaABAg,yummy,2,0
Ugzt6UsFhlXzutgX5zt4AaABAg,hello mam mujhe apki recipe bahut psnd h,4,0
UgwoJpjKCobbvMf1N5N4AaABAg,i watch all your receipe,4,0
UgzMPv78fq6Mc0myh8t4AaABAg,mam AP one piece Hai in world wonderful,4,0
Ugwe6Fnj7kBTm1KN0ol4AaABAg,Very nice recipe nisha maa ðŸ˜˜ðŸ˜˜ðŸ™ðŸ™ðŸ™ðŸ™,2,0
Ugwi--6mvjrlNs7o0PJ4AaABAg,mam mana samosa banai hai,6,1
Ugx_qD86w4Wyw7n4oIx4AaABAg,You are the best,4,0
UgwJTmkTNb-bypwErrx4AaABAg,so........ nice,3,0
UgzFMWAp9f6ouRpncOp4AaABAg,Wonderful recipe with wonderful tips...thanks a lot mam :),5,1
Ugw8rUy-UMP6FA2169x4AaABAg,and they r easy,2,0
UgyywSezL9scs2rVYB14AaABAg,my daughter tries to cook her recipes,6,1
Ugz4sCPX4e0OtBZuVHt4AaABAg,I really tried,6,1
UgwyyVPWXseLiO35A4Z4AaABAg,nice,3,0
Ugz0sSoj7ax684d9D9Z4AaABAg,Mam aata kitni time tk guthna chahiye. Aata soft y hard hona chahiye,7,1
UgxFscgcWhMc1hNXPLN4AaABAg,Wonderful samosa,2,0
Ugy00YfBrMB3gc_XzcZ4AaABAg,Mam mujhe jab Bhi kuch Naya banana hota h to me apki hi recipe dekhti hu apki saari hi recipe easy hoti hain inse mujhe bahut help milti h...aur sabki tareef Bhi ....thanx a lot mam,4,0
UgwIs0zptd_b91cOV6N4AaABAg,I made these samosa...  Turned out sooooo yummy...  Thank u sooo very much..,5,1
UgxC3G3ORGaouwoQw_t4AaABAg,nice,3,0
UgyjPRVkdF1OxLMJmxJ4AaABAg,Wonderful,3,0
UgwrwjbkhhPtptfu82V4AaABAg,Very nice,3,0
Ugx3xYP9u-biv-hzejB4AaABAg,Good,3,0
UgxDGI1DgGNj_6SHqvZ4AaABAg,super,3,0
UgyNWF-In-9p5Fu_7514AaABAg,nisha mam ur  all recipes I like it,4,0
UgycGJFY6qfIYOXBTpd4AaABAg,Nice,3,0
Ugx7BNXPbK1WvEU6nul4AaABAg,nice samosa i like it,2,0
UgyRrZpUVPNIvgWcXcN4AaABAg,Fabulous mam,3,0
Ugzlr9iHuFMzqSOBqyN4AaABAg,supperbðŸ‘ŒðŸ‘ like this recipe,5,1
Ugya-HEwd29OLBNA0qZ4AaABAg,yes,6,1
UgxjvP8Ie_IB_4L7jNN4AaABAg,hy.app bhut nice hn.bhut acha btati hn.,4,0
UgxhenHvErcSyRlR9iZ4AaABAg,Mam aap itne pyar se bnana btate h ki jaise hmari mummy  hame sikha rhe ho. apki hr dish me  ma jaisa  pyar hota h.,4,0
UgxtHE_tnoqQmctWdRF4AaABAg,Wowww... You are best.. ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ˜˜ðŸ˜˜,4,0
UgyErb2WnPov18eWM894AaABAg,Thanku madam aaj hi hum try karnege Thanku for recipe,1,0
